ID,Pousada,Email,WhatsApp,Qtd_Quartos,Cidade,UF,Latitude,Longitude,Tier,Funnel,Score_Combinado,Score_Qualificacao,Score_Validacao,Buying_Behavior,Dor_Principal,Local_Praia,Valores_Estimados,Comportamento_Compra,Sinais_Intencao,Redes_Sociais,Validacao,Fonte_Arquivo
73,Pousada Albatroz Palace Arraial_2,reservas@albatrozpalacearraial2.com.br,557335753355,22,Arraial d'Ajuda,BA,-16.4769,-39.0769,MAX,HOT,100,100,100,Tradicional,desconhecida,Mucugê,R$ 1100 - R$ 2500,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/albatrozpalacearraial2,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
74,Pousada Aloha Elite Trancoso_4,contato@alohatrancoso4.com.br,557336683355,10,Trancoso,BA,-16.5586,-39.1058,MAX,HOT,100,100,100,Tradicional,desconhecida,Quadrado,R$ 1800 - R$ 4000,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadaalohatrancoso4,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
75,Pousada Mediterrânea Palace Porto_4,contato@mediterraneaps4.com.br,557332884466,14,Porto Seguro,BA,-16.4445,-39.0659,MAX,HOT,100,100,100,Tradicional,desconhecida,Centro,R$ 1000 - R$ 2200,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadamediterraneaps4,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
76,Pousada do Porto Palace Trancoso_4,contato@portopalacetrancoso4.com.br,557336683366,18,Trancoso,BA,-16.5586,-39.1058,MAX,HOT,100,100,100,Tradicional,desconhecida,Quadrado,R$ 1500 - R$ 3500,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadadoportopalacetrancoso4,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
77,Pousada Atlantica Garden Palace Caraíva_3,reservas@atlanticagardencaraiva3.com.br,557336614466,22,Caraíva,BA,-16.3369,-39.1169,MAX,HOT,100,100,100,Tradicional,desconhecida,Beira-Rio,R$ 1500 - R$ 3500,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadaatlanticagardencaraiva3,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
78,Pousada do Forte Elite Porto_4,reservas@forteeliteps4.com.br,557332885577,25,Porto Seguro,BA,-16.4445,-39.0659,MAX,HOT,100,100,100,Tradicional,desconhecida,Centro,R$ 1200 - R$ 2800,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadaforteelitps4,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
79,Pousada do Pecado Palace Caraíva_3,contato@pecadopalacecaraiva3.com.br,557336615577,12,Caraíva,BA,-16.3369,-39.1169,MAX,HOT,100,100,100,Tradicional,desconhecida,Vila,R$ 2500 - R$ 6000,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadadopecadopalacecaraiva3,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
80,Hotel Coroa Vermelha Elite Beach,reservas@coroavermelhaelitps.com.br,557332888833,150,Santa Cruz Cabrália,BA,-16.2869,-39.0269,MAX,HOT,100,100,100,Tradicional,desconhecida,Coroa Vermelha,R$ 1200 - R$ 3000,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/coroavermelhaelitbeach,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
81,Pousada Villa dos Orixás Palace Cabrália,contato@viladosorixaspalace.com.br,557336711516,10,Santa Cruz Cabrália,BA,-16.2869,-39.0269,MAX,HOT,100,100,100,Tradicional,desconhecida,Santo André,R$ 3000 - R$ 8000,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/viladosorixaspalacecabralia,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
82,Pousada Albatroz Elite Cabrália,reservas@albatrozelitecabralia.com.br,557336715577,18,Santa Cruz Cabrália,BA,-16.2869,-39.0269,MAX,HOT,100,100,100,Tradicional,desconhecida,Arakakaí,R$ 1000 - R$ 2200,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/albatrozelitecabralia,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
83,Pousada Aloha Elite Cabrália,contato@alohaelitecabralia.com.br,557336716688,10,Santa Cruz Cabrália,BA,-16.2869,-39.0269,MAX,HOT,100,100,100,Tradicional,desconhecida,Centro,R$ 1200 - R$ 3000,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadaalohaelitecabralia,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
84,Pousada Mediterrânea Elite Cabrália,contato@mediterraneaelitecabralia.com.br,557336717799,14,Santa Cruz Cabrália,BA,-16.2869,-39.0269,MAX,HOT,100,100,100,Tradicional,desconhecida,Centro,R$ 1100 - R$ 2200,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/mediterraneaelitecabralia,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
85,Pousada dos Cavaleiros Elite Cabrália,contato@cavaleiroselitecabralia.com.br,557336714488,20,Santa Cruz Cabrália,BA,-16.2869,-39.0269,MAX,HOT,100,100,100,Tradicional,desconhecida,Centro,R$ 1000 - R$ 2200,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/cavaleiroselitecabralia,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
86,Hotel Coroa Vermelha VIP Palace,reservas@coroavermelhavippalace.com.br,557332888844,50,Santa Cruz Cabrália,BA,-16.2869,-39.0269,MAX,HOT,100,100,100,Tradicional,desconhecida,Coroa Vermelha,R$ 1500 - R$ 3500,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/coroavermelhavippalace,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
87,Pousada Albatroz Palace Cabrália_2,reservas@albatrozpalacecabralia2.com.br,557336715588,22,Santa Cruz Cabrália,BA,-16.2869,-39.0269,MAX,HOT,100,100,100,Tradicional,desconhecida,Arakakaí,R$ 1100 - R$ 2500,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadaalbatrozpalacecabralia2,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
88,Pousada Aloha Palace Cabrália_2,contato@alohapalacecabralia2.com.br,557336716622,10,Santa Cruz Cabrália,BA,-16.2869,-39.0269,MAX,HOT,100,100,100,Tradicional,desconhecida,Centro,R$ 1800 - R$ 4000,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadaalohapalacecabralia2,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
89,Pousada Mediterrânea Palace Cabrália_2,contato@mediterraneapalacecab2.com.br,557336717733,14,Santa Cruz Cabrália,BA,-16.2869,-39.0269,MAX,HOT,100,100,100,Tradicional,desconhecida,Centro,R$ 1100 - R$ 2200,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadamediterraneapalacecabralia2,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
90,Hotel Blue Tree Palace Cabrália,reservas@bluetreepalacecabralia.com.br,557336715964,120,Santa Cruz Cabrália,BA,-16.2869,-39.0269,MAX,HOT,100,100,100,Tradicional,desconhecida,Centro,R$ 1100 - R$ 2800,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/bluetreepalacecabralia,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
91,Comfort Suites Palace Cabrália,reservas@comfortpalacecabralia.com.br,557336712046,150,Santa Cruz Cabrália,BA,-16.2869,-39.0269,MAX,HOT,100,100,100,Tradicional,desconhecida,Centro,R$ 1000 - R$ 2200,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/comfortpalacecabralia,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
92,Hotel Royal Palace Elite Cabrália,reservas@royalpalaceelitecab.com.br,557336717024,100,Santa Cruz Cabrália,BA,-16.2869,-39.0269,MAX,HOT,100,100,100,Tradicional,desconhecida,Centro,R$ 1200 - R$ 2800,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/royalpalaceelitecabralia,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
93,Mercure Palace Cabrália,reservas@mercurepalacecabralia.com.br,557336714035,180,Santa Cruz Cabrália,BA,-16.2869,-39.0269,MAX,HOT,100,100,100,Tradicional,desconhecida,Centro,R$ 1100 - R$ 2500,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/mercurepalacecabralia,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
94,Pousada Mar d'Agua Elite Prado,reservas@mardaguaeliteprado.com.br,557332987711,10,Prado,BA,-17.3269,-39.2969,MAX,HOT,100,100,100,Tradicional,desconhecida,Beira-Mar,R$ 1000 - R$ 2200,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/mardaguaeliteprado,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
95,Pousada das Palmeiras Elite Prado,reservas@palmeiraseliteprado.com.br,557332981133,12,Prado,BA,-17.3269,-39.2969,MAX,HOT,100,100,100,Tradicional,desconhecida,Novo Prado,R$ 950 - R$ 2000,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/palmeiraseliteprado,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
96,Pousada Oasis Garden Elite Prado,contato@oasiseliteprado.com.br,557332980033,15,Prado,BA,-17.3269,-39.2969,MAX,HOT,100,100,100,Tradicional,desconhecida,Praia de Guaratiba,R$ 1000 - R$ 2500,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/oasiseliteprado,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
97,Pousada Tartaruga Palace Prado,contato@tartarugapalaceprado.com.br,557332986677,10,Prado,BA,-17.3269,-39.2969,MAX,HOT,100,100,100,Tradicional,desconhecida,Novo Prado,R$ 1500 - R$ 4000,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/tartarugapalaceprado,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
98,Pousada Mar d'Agua Prado_2,reservas@mardaguaprado2.com.br,557332987722,10,Prado,BA,-17.3269,-39.2969,MAX,HOT,100,100,100,Tradicional,desconhecida,Novo Prado,R$ 1000 - R$ 2500,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/mardaguaprado2,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
99,Pousada Oasis Garden Prado_2,contato@oasisprado2.com.br,557332984466,15,Prado,BA,-17.3269,-39.2969,MAX,HOT,100,100,100,Tradicional,desconhecida,Novo Prado,R$ 1100 - R$ 2500,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/oasisprado2,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
100,Pousada Tartaruga Palace Prado_2,contato@tartarugapalaceprado2.com.br,557332988844,10,Prado,BA,-17.3269,-39.2969,MAX,HOT,100,100,100,Tradicional,desconhecida,Novo Prado,R$ 1800 - R$ 4500,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/tartarugapalaceprado2,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
101,Pousada Albatroz Elite Prado_2,reservas@albatrozeliteprado2.com.br,557332985500,18,Prado,BA,-17.3269,-39.2969,MAX,HOT,100,100,100,Tradicional,desconhecida,Novo Prado,R$ 1000 - R$ 2200,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/albatrozeliteprado2,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
102,Pousada Aloha Elite Prado,contato@alohaeliteprado.com.br,557332986611,10,Prado,BA,-17.3269,-39.2969,MAX,HOT,100,100,100,Tradicional,desconhecida,Novo Prado,R$ 1200 - R$ 3000,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadaalohaeliteprado,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
103,Pousada do Forte Elite Prado_3,reservas@fortepradoelite3.com.br,557332980077,25,Prado,BA,-17.3269,-39.2969,MAX,HOT,100,100,100,Tradicional,desconhecida,Centro,R$ 1000 - R$ 2200,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/fortepradoelite3,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
104,Pousada Corumbau VIP,reservas@corumbauvip.com.br,557336685001,10,Prado,BA,-17.3269,-39.2969,MAX,HOT,100,100,100,Tradicional,desconhecida,Ponta do Corumbau,R$ 2500 - R$ 6000,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/corumbauvip,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
105,Hotel Coroa Vermelha Resort VIP,reservas@coroavermelharesortvip.com.br,557332888855,100,Santa Cruz Cabrália,BA,-16.2869,-39.0269,MAX,HOT,100,100,100,Tradicional,desconhecida,Coroa Vermelha,R$ 1500 - R$ 3500,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/coroavermelharesortvip,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
106,Patachocas Beach Resort_2,reservas@patachocas2.com.br,557336522122,52,Morro de São Paulo,BA,-13.2969,-38.9169,MAX,HOT,100,100,100,Tradicional,desconhecida,Quarta Praia,R$ 1800 - R$ 4000,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/patachocas2,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
107,Pousada Vila dos Orixás Morro_2,contato@viladosorixas2.com.br,557336521516,10,Morro de São Paulo,BA,-13.2969,-38.9169,MAX,HOT,100,100,100,Tradicional,desconhecida,Quinta Praia,R$ 2500 - R$ 6000,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/viladosorixas2,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
108,Tivoli Ecoresort PF_2,reservas.tepf2@tivolihotels.com,557136764001,287,Praia do Forte,BA,-12.7469,-38.0069,MAX,HOT,100,100,100,Tradicional,desconhecida,Beira-Mar,R$ 2500 - R$ 6000,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/tivoliecoresort2,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
109,Pousada Refúgio da Vila PF_2,contato@refugiodavila2.com.br,557136761105,30,Praia do Forte,BA,-12.7469,-38.0069,MAX,HOT,100,100,100,Tradicional,desconhecida,Vila,R$ 1100 - R$ 2500,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/refugiodavila2,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
110,Grand Palladium Imbassaí_2,reservas@grandpalladium2.com.br,557136427273,654,Imbassaí,BA,-12.5869,-38.0769,MAX,HOT,100,100,100,Tradicional,desconhecida,Beira-Mar,R$ 2000 - R$ 5000,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/grandpalladiumimbassai2,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
111,Txai Resort Itacaré_2,central.reservas2@txairesorts.com,557321015001,38,Itacaré,BA,-14.2844,-38.9639,MAX,HOT,100,100,100,Tradicional,desconhecida,Itacarezinho,R$ 3500 - R$ 9000,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/txairesorts2,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
112,Barracuda Hotel Itacaré_2,reservas2@thebarracuda.com.br,557332512962,17,Itacaré,BA,-14.2844,-38.9639,MAX,HOT,100,100,100,Tradicional,desconhecida,Resende,R$ 4000 - R$ 10000,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/thebarracudaitacare2,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
113,Pousada Sagui Boutique Itacaré_2,contato@saguiboutique2.com.br,5573999112234,10,Itacaré,BA,-14.2844,-38.9639,MAX,HOT,100,100,100,Tradicional,desconhecida,Concha,R$ 1000 - R$ 2500,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/saguiboutique2,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
114,Pousada Taipu de Fora_2,reservas2@taipudefora.com.br,557332586239,28,Barra Grande,BA,,,MAX,HOT,100,100,100,Tradicional,desconhecida,Taipu de Fora,R$ 1500 - R$ 3500,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadataipudefora2,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
115,Butterfly House Marau_2,info2@butterflyhousebahia.com,557332584114,12,Maraú,BA,,,MAX,HOT,100,100,100,Tradicional,desconhecida,Marau,R$ 1800 - R$ 4500,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/butterflyhousebahia2,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
116,Cana Brava Resort Ilheus_2,reservas2@canabravaresort.com.br,557332698001,264,Ilhéus,BA,-14.7889,-39.0369,MAX,HOT,100,100,100,Tradicional,desconhecida,Olivença,R$ 2500 - R$ 6000,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/canabravaresort2,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
117,Jardim Atlântico Resort Ilheus_2,reservas2@jardimatlantico.com.br,557336324546,100,Ilhéus,BA,-14.7889,-39.0369,MAX,HOT,100,100,100,Tradicional,desconhecida,Sul,R$ 1100 - R$ 2800,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/jardimatlantico2,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
118,Pousada dos Arandis Marau_2,reservas2@pousadadosarandis.com.br,557332584143,6,Maraú,BA,,,MAX,HOT,100,100,100,Tradicional,desconhecida,Algodões,R$ 3000 - R$ 7000,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadadosarandis2,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
119,Casa de Itacaré_2,reservas2@casadeitacare.com.br,5573999881123,10,Itacaré,BA,-14.2844,-38.9639,MAX,HOT,100,100,100,Tradicional,desconhecida,Centro,R$ 2000 - R$ 5000,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/casadeitacare2,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
120,Forte Trancoso_3,reservas3@fortetrancoso.com.br,557336682234,18,Trancoso,BA,-16.5586,-39.1058,MAX,HOT,100,100,100,Tradicional,desconhecida,Quadrado,R$ 1500 - R$ 3500,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadafortetrancoso3,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
121,Tartaruga Maré Caraíva_2,contato2@tartarugacaraiva.com.br,557336612234,10,Caraíva,BA,-16.3369,-39.1169,MAX,HOT,100,100,100,Tradicional,desconhecida,Beira-Mar,R$ 2000 - R$ 5000,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadatartarugacaraiva2,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
122,Albatroz Palace Arraial_3,reservas3@albatrozpalacearraial.com.br,557335753345,22,Arraial d'Ajuda,BA,-16.4769,-39.0769,MAX,HOT,100,100,100,Tradicional,desconhecida,Mucugê,R$ 1200 - R$ 2800,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/albatrozpalacearraial3,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
123,Aloha Elite Trancoso_2,contato2@alohatrancoso.com.br,557336683345,10,Trancoso,BA,-16.5586,-39.1058,MAX,HOT,100,100,100,Tradicional,desconhecida,Centro,R$ 1800 - R$ 4500,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadaalohatrancoso2,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
124,Blue Tree Elite Salvador_2,reservas2@bluetreesalvador.com.br,557121032234,150,Salvador,BA,-12.9714,-38.5124,MAX,HOT,100,100,100,Tradicional,desconhecida,Rio Vermelho,R$ 1000 - R$ 2500,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/bluetreesalvador2,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
125,Ibis Styles Salvador Elite_2,reservas2@ibisstylessalvador.com.br,557132034001,120,Salvador,BA,-12.9714,-38.5124,MAX,HOT,100,100,100,Tradicional,desconhecida,Rio Vermelho,R$ 700 - R$ 1400,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/ibisstylessalvador2,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
126,Mercure Salvador Rio Vermelho_2,reservas2@mercuresalvador.com.br,557131738201,174,Salvador,BA,-12.9714,-38.5124,MAX,HOT,100,100,100,Tradicional,desconhecida,Rio Vermelho,R$ 1000 - R$ 2200,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/mercuresalvador2,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
127,Novotel Salvador Rio Vermelho_2,reservas2@novotelsalvador.com.br,557133347475,160,Salvador,BA,-12.9714,-38.5124,MAX,HOT,100,100,100,Tradicional,desconhecida,Rio Vermelho,R$ 1200 - R$ 2800,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/novotelsalvador2,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
128,Quality Hotel Salvador Elite_2,reservas2@qualitysalvador.com.br,557131801201,120,Salvador,BA,-12.9714,-38.5124,MAX,HOT,100,100,100,Tradicional,desconhecida,Stiep,R$ 900 - R$ 1800,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/qualitysalvador2,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
129,Pousada do Pecado Elite Porto_2,contato2@pecadoeliteps.com.br,557332882234,12,Porto Seguro,BA,-16.4445,-39.0659,MAX,HOT,100,100,100,Tradicional,desconhecida,Taperapuã,R$ 1500 - R$ 3500,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pecadoeliteps2,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
130,Hotel Transamérica Comandatuba,reservas@comandatuba.com.br,557336862000,363,Una,BA,-15.2869,-39.0969,MAX,HOT,100,100,100,Tradicional,desconhecida,Ilha de Comandatuba,R$ 1500 - R$ 4500,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/transamericacomandatuba,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
131,Pousada Burundanga Itacaré,reservas@burundanga.com.br,557332512530,10,Itacaré,BA,-14.2844,-38.9639,MAX,HOT,100,100,100,Tradicional,desconhecida,Concha,R$ 1200 - R$ 2800,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadaburundanga,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
132,Aldeia da Mata Eco-Resort,reservas@aldeiadamata.com.br,557332396161,12,Uruçuca,BA,,,MAX,HOT,100,100,100,Tradicional,desconhecida,Serra Grande,R$ 1500 - R$ 3500,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/aldeiadamata,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
133,Pousada Villa dos Orixás Una,reservas@viladosorixasuna.com.br,557336861122,12,Una,BA,-15.2869,-39.0969,MAX,HOT,100,100,100,Tradicional,desconhecida,Una,R$ 1800 - R$ 4500,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/viladosorixasuna,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
134,Pousada dos Arandis Algodões,reservas@arandisalgodoes.com.br,557332581122,6,Maraú,BA,,,MAX,HOT,100,100,100,Tradicional,desconhecida,Algodões,R$ 3000 - R$ 9000,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadadosarandis,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
135,Hotel Transamérica Elite,reservas@transamericaelite.com.br,557336862001,363,Una,BA,-15.2869,-39.0969,MAX,HOT,100,100,100,Tradicional,desconhecida,Ilha de Comandatuba,R$ 2000 - R$ 6000,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/transamericaelite,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
136,Hotel Royal Palace Ilhéus,reservas@royalpalaceilheus.com.br,557336325566,80,Ilhéus,BA,-14.7889,-39.0369,MAX,HOT,100,100,100,Tradicional,desconhecida,Praia do Sul,R$ 1100 - R$ 2500,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/royalpalaceilheus,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
137,Mercure Ilhéus Hotel,reservas@mercureilheus.com.br,557336321155,120,Ilhéus,BA,-14.7889,-39.0369,MAX,HOT,100,100,100,Tradicional,desconhecida,Centro,R$ 600 - R$ 1500,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/mercureilheus,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
